id;name;serving_size;calories;total_fat;saturated_fat;cholesterol;sodium;choline;folate;folic_acid;niacin;pantothenic_acid;riboflavin;thiamin;vitamin_a;vitamin_a_rae;carotene_alpha;carotene_beta;cryptoxanthin_beta;lutein_zeaxanthin;lucopene;vitamin_b12;vitamin_b6;vitamin_c;vitamin_d;vitamin_e;tocopherol_alpha;vitamin_k;calcium;copper;irom;magnesium;manganese;phosphorous;potassium;selenium;zink;protein;alanine;arginine;aspartic_acid;cystine;glutamic_acid;glycine;histidine;hydroxyproline;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan;tyrosine;valine;carbohydrate;fiber;sugars;fructose;galactose;glucose;lactose;maltose;sucrose;fat;saturated_fatty_acids;monounsaturated_fatty_acids;polyunsaturated_fatty_acids;fatty_acids_total_trans;alcohol;ash;caffeine;theobromine;water
2413;Restaurant, onion rings, family style;100 g;356;19g;3.4g;0;692.00 mg;0;14.00 mcg;0;0.818 mg;0.380 mg;0.078 mg;0.117 mg;17.00 IU;1.00 mcg;1.00 mcg;6.00 mcg;4.00 mcg;42.00 mcg;0;0;0.083 mg;0;0;1.27 mg;1.27 mg;42.6 mcg;21.00 mg;0.088 mg;0.71 mg;19.00 mg;0.471 mg;94.00 mg;142.00 mg;5.0 mcg;0.51 mg;4.89 g;0.149 g;0.230 g;0.220 g;0.120 g;1.508 g;0.179 g;0.109 g;0.000 g;0.163 g;0.332 g;0.111 g;0.073 g;0.226 g;0.624 g;0.181 g;0.105 g;0.046 g;0.103 g;0.200 g;40.72 g;2.6 g;4.68 g;1.14 g;0.00 g;1.25 g;0.00 g;1.12 g;1.17 g;19.28 g;3.415 g;4.217 g;9.830 g;0;0;2.21 g;0;0;32.90 g
1071;Corned beef loaf, jellied;100 g;153;6.1g;2.6g;47mg;953.00 mg;0;8.00 mcg;0.00 mcg;1.760 mg;0.190 mg;0.110 mg;0.000 mg;0.00 IU;0.00 mcg;0;0;0;0;0;1.27 mcg;0.120 mg;0.0 mg;0;0;0;0;11.00 mg;0.060 mg;2.04 mg;11.00 mg;0.031 mg;73.00 mg;101.00 mg;17.2 mcg;4.09 mg;22.90 g;1.576 g;1.587 g;1.950 g;0.238 g;3.167 g;2.170 g;0.601 g;0;0.861 g;1.584 g;1.759 g;0.506 g;0.810 g;1.503 g;0.916 g;0.894 g;0.165 g;0.616 g;0.993 g;0.00 g;0.0 g;0;0;0;0;0;0;0;6.10 g;2.600 g;2.680 g;0.320 g;47.00 mg;0.0 g;3.00 g;0;0;69.10 g
6866;Pork, broiled, cooked, separable lean only, boneless, top loin (chops), loin, fresh;100 g;173;6.1g;2.1g;72mg;45.00 mg;78.3 mg;0.00 mcg;0.00 mcg;8.512 mg;0.692 mg;0.195 mg;0.658 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.56 mcg;0.722 mg;0.0 mg;23.00 IU;0.10 mg;0.10 mg;0.0 mcg;5.00 mg;0.083 mg;0.63 mg;27.00 mg;0.007 mg;237.00 mg;367.00 mg;45.3 mcg;2.15 mg;27.58 g;1.619 g;1.835 g;2.698 g;0.318 g;4.402 g;1.243 g;1.191 g;0.071 g;1.357 g;2.349 g;2.558 g;0.759 g;1.159 g;1.115 g;1.192 g;1.238 g;0.290 g;1.049 g;1.441 g;0.00 g;0.0 g;0.00 g;0;0;0;0;0;0;6.08 g;2.077 g;2.651 g;0.605 g;72.00 mg;0.0 g;1.03 g;0.00 mg;0.00 mg;65.11 g
2364;Beans, raw, mature seeds, small white;100 g;336;1.2g;0.3g;0;12.00 mg;0;386.00 mcg;0.00 mcg;1.342 mg;0.729 mg;0.207 mg;0.743 mg;0.00 IU;0.00 mcg;0;0;0;0;0;0.00 mcg;0.439 mg;0.0 mg;0.00 IU;0;0;0;173.00 mg;0.635 mg;7.73 mg;183.00 mg;1.278 mg;445.00 mg;1542.00 mg;12.8 mcg;2.81 mg;21.11 g;0.885 g;1.307 g;2.553 g;0.230 g;3.218 g;0.824 g;0.588 g;0;0.932 g;1.685 g;1.449 g;0.317 g;1.141 g;0.895 g;1.148 g;0.888 g;0.250 g;0.594 g;1.104 g;62.25 g;24.9 g;0;0;0;0;0;0;0;1.18 g;0.304 g;0.102 g;0.507 g;0.00 mg;0;3.75 g;0;0;11.71 g
3663;Fish, dry heat, cooked, mixed species, sturgeon;100 g;135;5.2g;1.2g;77mg;69.00 mg;70.0 mg;17.00 mcg;0.00 mcg;10.100 mg;0.870 mg;0.090 mg;0.080 mg;875.00 IU;263.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;2.50 mcg;0.230 mg;0.0 mg;515.00 IU;0.63 mg;0.63 mg;0.1 mcg;17.00 mg;0.053 mg;0.90 mg;45.00 mg;0.030 mg;271.00 mg;364.00 mg;16.2 mcg;0.54 mg;20.70 g;1.252 g;1.238 g;2.119 g;0.222 g;3.089 g;0.993 g;0.609 g;0;0.954 g;1.682 g;1.901 g;0.613 g;0.808 g;0.732 g;0.844 g;0.907 g;0.232 g;0.699 g;1.066 g;0.00 g;0.0 g;0.00 g;0;0;0;0;0;0;5.18 g;1.173 g;2.486 g;0.885 g;77.00 mg;0.0 g;1.41 g;0.00 mg;0.00 mg;69.94 g
4615;Soup, canned, HEALTHY CHOICE Garden Vegetable Soup;100 g;51;0.2g;0.1g;1mg;195.00 mg;0;0;0;0;0;0;0;618.00 IU;0;0;0;0;0;0;0;0;1.0 mg;0;0;0;0;16.00 mg;0;0.00 mg;0;0;0;0;0;0;2.13 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.04 g;1.9 g;2.13 g;0;0;0;0;0;0;0.21 g;0.050 g;0.070 g;0.080 g;1.00 mg;0;0.80 g;0;0;86.82 g
1818;Crustaceans, canned, blue, crab;100 g;83;0.7g;0.2g;97mg;563.00 mg;80.9 mg;51.00 mcg;0.00 mcg;2.747 mg;0.997 mg;0.093 mg;0.023 mg;2.00 IU;1.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;3.33 mcg;0.156 mg;3.3 mg;0.00 IU;1.84 mg;1.84 mg;0.3 mcg;91.00 mg;0.814 mg;0.50 mg;36.00 mg;0.074 mg;234.00 mg;259.00 mg;42.9 mcg;3.81 mg;17.88 g;0.894 g;1.759 g;1.690 g;0.187 g;2.634 g;1.071 g;0.393 g;0;0.776 g;1.307 g;1.386 g;0.452 g;0.708 g;0.678 g;0.678 g;0.727 g;0.226 g;0.658 g;0.806 g;0.00 g;0.0 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.74 g;0.201 g;0.129 g;0.258 g;97.00 mg;0.0 g;1.96 g;0.00 mg;0.00 mg;79.69 g
553;Sugars, maple;100 g;354;0.2g;;0;11.00 mg;2.1 mg;0.00 mcg;0.00 mcg;0.040 mg;0.048 mg;0.013 mg;0.009 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.003 mg;0.0 mg;0.00 IU;0.00 mg;0.00 mg;0.0 mcg;90.00 mg;0.099 mg;1.61 mg;19.00 mg;4.422 mg;3.00 mg;274.00 mg;0.8 mcg;6.06 mg;0.10 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.90 g;0.0 g;84.87 g;0;0;0;0;0;0;0.20 g;0.036 g;0.064 g;0.100 g;0.00 mg;0.0 g;0.80 g;0.00 mg;0.00 mg;8.00 g
2040;KEEBLER, Wheat Crackers, TOWN HOUSE;100 g;489;24g;4g;1mg;876.00 mg;0;113.00 mcg;0;3.800 mg;0;0.310 mg;0.560 mg;0;0;0;0;0;0;0;0.00 mcg;0.010 mg;0;0.00 IU;0.00 mg;0.00 mg;0;0;0;0;5.00 mg;0;333.00 mg;134.00 mg;0;0.10 mg;6.30 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.20 g;2.8 g;3.10 g;0;0;0;0;0;0;24.40 g;4.000 g;6.000 g;14.100 g;1.00 mg;0;0;0;0;3.00 g
5009;Doughnuts, chocolate-coated or frosted, plain, cake-type;100 g;452;25g;13g;19mg;326.00 mg;29.1 mg;65.00 mcg;37.00 mcg;1.590 mg;0.126 mg;0.125 mg;0.163 mg;16.00 IU;4.00 mcg;1.00 mcg;2.00 mcg;1.00 mcg;24.00 mcg;0;0.10 mcg;0.024 mg;1.3 mg;0.00 IU;2.02 mg;2.02 mg;7.9 mcg;24.00 mg;0.260 mg;4.00 mg;30.00 mg;0.640 mg;210.00 mg;201.00 mg;6.8 mcg;0.98 mg;4.93 g;0.177 g;0.232 g;0.343 g;0.098 g;1.230 g;0.171 g;0.111 g;0.000 g;0.208 g;0.366 g;0.231 g;0.079 g;0.223 g;0.427 g;0.244 g;0.170 g;0.061 g;0.130 g;0.240 g;51.33 g;1.9 g;26.65 g;0;0;0;0;0;0;25.25 g;13.470 g;8.618 g;1.960 g;19.00 mg;0.0 g;1.73 g;2.00 mg;53.00 mg;16.76 g
5315;Cookies, regular, commercially prepared, peanut butter;100 g;473;24g;6.8g;27mg;463.00 mg;10.0 mg;57.00 mcg;30.00 mcg;3.860 mg;0.429 mg;0.208 mg;0.208 mg;32.00 IU;9.00 mcg;0.00 mcg;1.00 mcg;0.00 mcg;14.00 mcg;0;0.04 mcg;0.122 mg;0.0 mg;0.00 IU;3.53 mg;3.53 mg;4.4 mcg;41.00 mg;0.153 mg;2.11 mg;44.00 mg;0.643 mg;156.00 mg;202.00 mg;6.3 mcg;0.86 mg;8.92 g;0.370 g;0.852 g;0.922 g;0.160 g;2.271 g;0.477 g;0.225 g;0;0.363 g;0.652 g;0.380 g;0.148 g;0.485 g;0.612 g;0.504 g;0.323 g;0.110 g;0.353 g;0.425 g;58.15 g;2.1 g;28.58 g;2.02 g;0.00 g;2.72 g;0.00 g;0.26 g;23.58 g;23.82 g;6.751 g;10.800 g;3.610 g;27.00 mg;0.0 g;1.83 g;0.00 mg;0.00 mg;7.28 g
94;Game meat, raw, moose;100 g;102;0.7g;0.2g;59mg;65.00 mg;0;0;0;5.000 mg;0;0.270 mg;0.060 mg;0.00 IU;0.00 mcg;0;0;0;0;0;0;0;4.0 mg;0;0;0;0;5.00 mg;0.067 mg;3.21 mg;23.00 mg;0.008 mg;158.00 mg;317.00 mg;9.6 mcg;2.80 mg;22.24 g;1.281 g;1.438 g;2.089 g;0;3.602 g;0.972 g;0.747 g;0;1.068 g;1.957 g;2.018 g;0.569 g;0.961 g;0.904 g;0.797 g;1.021 g;0;0.819 g;1.210 g;0.00 g;0.0 g;0;0;0;0;0;0;0;0.74 g;0.220 g;0.150 g;0.240 g;59.00 mg;0;1.13 g;0;0;75.55 g
